"id","title","author","year"
2974,"O Sensasional Sonho","Bianca Silva",2022
2975,"A Pequeno Mansao","Helena Nunes",2015
2976,"A Perdido Segredo","Júlia Castro",2015
2977,"O Sensasional Mansao","Natália Cardoso",2010
2978,"A Velho Médico","Gabriela Azevedo",2014
2979,"A Sensasional Médico","Bruno Fonseca",2014
2980,"O Sensasional Casa","Eliane Martins",2020
2981,"A Velho Tesouro","Roberta Campos",2023
2982,"A Encontrado Tesouro","Mariana Marques",2013
2983,"A Velho Destino","Vitória Braga",2020
2984,"O Velho Sonho","Viviane Melo",2014
2985,"A Sensasional Desafio","Iris Barros",2013
2986,"A Grande Médico","Carlos Gomes",2022
2987,"O Segundo Desafio","Gabriel Andrade",2017
2988,"O Sensasional Ditador","Isaac Oliveira",2013
2989,"A Quarto Caminho","Maurício Carvalho",2020
2990,"A Velho Segredo","Maria Silva",2019
2991,"O Perdido Imperador","Iris Lopes",2011
2992,"O Último Mansao","Diogo Braga",2023
2993,"O Quarto Mistério","Simone Castro",2021
2994,"O Último Mansao","Patrícia Andrade",2010
2995,"O Último Jogador","Tereza Teixeira",2023
2996,"O Sensasional Caminho","Sérgio Freitas",2021
2997,"O Pequeno Mestre","Camila Pires",2020
2998,"A Quarto Imperador","Diego Monteiro",2011
2999,"A Novo Ditador","Larissa Marques",2010
3000,"A Velho Desafio","Diego Pires",2020
3001,"O Último Segredo","Adriana Marques",2023
3002,"A Sensasional Caminho","Enzo Andrade",2021
3003,"A Encontrado Mistério","Paula Correia",2012
3004,"A Primeiro Tesouro","Ana Correia",2022
3005,"A Perdido Destino","Isaac Borges",2015
3006,"A Sensasional Casa","Gustavo Almeida",2023
3007,"O Pequeno Sonho","Débora Andrade",2014
3008,"O Primeiro Jogador","Léo Neves",2011
3009,"O Grande Tesouro","Larissa Ribeiro",2017
3010,"A Novo Tesouro","Juliano Leal",2018
3011,"A Pequeno Casa","Flávio Souza",2019
3012,"O Primeiro Ditador","Gabriel Melo",2013
3013,"O Primeiro Destino","Daniel Rodrigues",2022
3014,"O Novo Mistério","Igor Teixeira",2012
3015,"O Primeiro Médico","Ivan Araújo",2021
3016,"O Grande Jogador","Pedro Borges",2013
3017,"A Pequeno Mansao","Isaac Melo",2017
3018,"O Quarto Amor","Ricardo Costa",2011
3019,"O Grande Filosofo","Gabriela Monteiro",2021
3020,"O Grande Mestre","Vitor Leal",2011
3021,"O Perdido Ditador","Débora Silva",2011
3022,"O Segundo Filosofo","Antônio Moura",2017
3023,"A Pequeno Mestre","Valéria Melo",2023
3024,"A Quarto Segredo","Ricardo Neves",2014
3025,"A Quarto Tesouro","Patrícia Mendes",2019
3026,"O Quarto Imperador","José Rocha",2020
3027,"A Velho Médico","Lucas Martins",2016
3028,"A Terceiro Médico","Larissa Moura",2023
3029,"O Velho Imperador","Guilherme Cavalcanti",2013
3030,"O Novo Amor","Mônica Lopes",2023
3031,"A Sensasional Ditador","Raquel Carvalho",2012
3032,"A Sensasional Jogador","Geraldo Monteiro",2016
3033,"A Grande Destino","Roberta Oliveira",2014
3034,"A Primeiro Ditador","Francisco Lopes",2014
3035,"O Quarto Mestre","Diego Monteiro",2012
3036,"O Terceiro Amor","Raquel Melo",2023
3037,"O Primeiro Sonho","Sabrina Fonseca",2021
3038,"O Terceiro Ditador","Rosana Cardoso",2022
3039,"O Pequeno Desafio","Sheila Gomes",2014
3040,"A Primeiro Mistério","Renata Costa",2021
3041,"A Último Segredo","Juliano Tavares",2011
3042,"O Segundo Segredo","Marcela Nunes",2017
3043,"O Último Imperador","Elaine Borges",2018
3044,"O Grande Casa","Igor Cardoso",2013
3045,"A Primeiro Ditador","Pedro Gomes",2011
3046,"A Velho Imperador","Evelyn Pires",2021
3047,"O Velho Mansao","Mônica Barros",2010
3048,"A Pequeno Destino","Aline Ferreira",2020
3049,"A Encontrado Destino","Alice Leal",2016
3050,"A Terceiro Mestre","Mônica Pires",2019
3051,"A Novo Ditador","Hugo Oliveira",2015
3052,"A Último Casa","Lívia Freitas",2013
3053,"A Encontrado Mansao","Marcela Tavares",2018
3054,"A Velho Médico","Eduardo Teixeira",2019
3055,"O Segundo Mestre","Gabriel Vieira",2019
3056,"A Sensasional Mansao","Helena Rocha",2023
3057,"O Grande Filosofo","Rosana Castro",2016
3058,"A Perdido Jogador","Gustavo Leal",2012
3059,"O Velho Desafio","Rebeca Monteiro",2014
3060,"A Último Mistério","João Lopes",2014
3061,"O Grande Desafio","Eliane Borges",2020
3062,"O Pequeno Médico","Viviane Ferreira",2018
3063,"A Novo Mansao","Maria Lopes",2023
3064,"O Perdido Casa","Isaac Souza",2012
3065,"A Primeiro Mansao","Igor Coutinho",2021
3066,"O Encontrado Segredo","Sandra Medeiros",2014
3067,"O Grande Segredo","Felipe Martins",2015
3068,"O Sensasional Desafio","Carlos Ribeiro",2011
3069,"O Primeiro Mistério","Sheila Rocha",2016
3070,"O Novo Amor","Carlos Dias",2010
3071,"O Encontrado Mestre","Fabrício Dias",2011
3072,"A Velho Mistério","Giovanna Braga",2010
3073,"O Último Mestre","Larissa Machado",2015
3074,"A Pequeno Ditador","Rosana Martins",2013
3075,"O Pequeno Amor","Eduardo Coutinho",2019
3076,"O Pequeno Desafio","André Costa",2015
3077,"O Primeiro Ditador","Pâmela Pereira",2023
3078,"O Novo Caminho","Raul Fonseca",2021
3079,"A Grande Casa","Marcela Sampaio",2014
3080,"O Pequeno Ditador","Tatiana Barros",2022
3081,"A Terceiro Caminho","Otávio Marques",2017
3082,"O Último Destino","Adriana Barros",2010
3083,"O Encontrado Amor","Sônia Pires",2012
3084,"A Pequeno Casa","Maitê Cavalcanti",2021
3085,"O Último Segredo","Lívia Almeida",2012
3086,"A Velho Tesouro","Simone Pires",2017
3087,"O Quarto Imperador","Roberta Dias",2013
3088,"A Encontrado Caminho","Tatiana Ramalho",2021
3089,"O Primeiro Tesouro","Eliane Borges",2015
3090,"A Sensasional Mestre","Felipe Coutinho",2013
3091,"A Pequeno Jogador","Júlia Silva",2019
3092,"O Novo Segredo","Pedro Pires",2021
3093,"A Último Ditador","Antônio Andrade",2016
3094,"A Velho Ditador","Maurício Carvalho",2021
3095,"A Último Destino","Juliano Borges",2013
3096,"O Segundo Casa","Fabrício Rodrigues",2017
3097,"O Grande Desafio","Rebeca Azevedo",2018
3098,"O Grande Imperador","Tereza Marques",2019
3099,"A Primeiro Desafio","Iris Souza",2017
3100,"O Terceiro Desafio","Geraldo Lopes",2020
3101,"A Segundo Ditador","Juliano Batista",2019
3102,"O Velho Caminho","Elaine Ribeiro",2018
3103,"A Terceiro Destino","Bruno Neves",2020
3104,"A Velho Tesouro","Roberta Lima",2019
3105,"O Último Ditador","Felipe Lima",2020
3106,"A Perdido Imperador","Camila Dias",2014
3107,"A Quarto Casa","Giovanna Coutinho",2010
3108,"A Velho Tesouro","Geraldo Lopes",2017
3109,"O Encontrado Imperador","Léo Rodrigues",2014
3110,"O Perdido Mistério","Diogo Coutinho",2018
3111,"A Quarto Médico","Valdir Souza",2012
3112,"A Grande Desafio","Renata Ribeiro",2021
3113,"O Quarto Amor","Nicole Rodrigues",2010
3114,"A Novo Tesouro","Gabriela Moura",2016
3115,"O Sensasional Amor","Clarice Campos",2015
3116,"O Pequeno Jogador","Maurício Cavalcanti",2015
3117,"O Novo Amor","Ivana Machado",2020
3118,"O Novo Desafio","Vanessa Almeida",2016
3119,"O Novo Tesouro","Simone Cavalcanti",2010
3120,"A Grande Mansao","Eliane Moura",2017
3121,"O Quarto Mansao","Felipe Araújo",2011
3122,"A Sensasional Filosofo","Débora Azevedo",2014
3123,"A Último Tesouro","Maria Campos",2022
3124,"A Grande Médico","Sabrina Lima",2016
3125,"A Perdido Sonho","Amanda Medeiros",2018
3126,"A Sensasional Amor","Vitória Barros",2023
3127,"O Perdido Filosofo","Evelyn Ferreira",2017
3128,"A Novo Imperador","Raul Borges",2017
3129,"A Novo Mestre","Tatiana Coutinho",2017
3130,"A Pequeno Imperador","Iris Braga",2023
3131,"A Grande Sonho","Cristina Marques",2021
3132,"A Perdido Destino","Larissa Mendes",2017
3133,"O Terceiro Amor","Juliano Monteiro",2019
3134,"O Pequeno Imperador","Raul Pereira",2012
3135,"A Novo Segredo","Ivana Melo",2012
3136,"A Primeiro Filosofo","Thiago Campos",2011
3137,"A Sensasional Imperador","Paulo Santos",2011
3138,"O Sensasional Tesouro","Bianca Rocha",2014
3139,"A Pequeno Casa","Vanessa Dias",2015
3140,"O Sensasional Destino","Sérgio Correia",2021
3141,"O Sensasional Caminho","Aline Pinheiro",2015
3142,"A Último Mansao","Sabrina Mendes",2018
3143,"O Quarto Destino","Guilherme Ferreira",2019
3144,"O Quarto Casa","Tatiana Machado",2016
3145,"A Encontrado Amor","Hugo Ferreira",2016
3146,"O Segundo Jogador","Maria Borges",2018
3147,"O Segundo Casa","Natália Lopes",2019
3148,"O Pequeno Amor","Pâmela Tavares",2022
3149,"O Grande Tesouro","Sabrina Barros",2013
3150,"A Quarto Filosofo","Elias Rodrigues",2016
3151,"O Sensasional Destino","Camila Lopes",2010
3152,"O Encontrado Caminho","Priscila Marques",2022
3153,"O Primeiro Mistério","Vitória Vieira",2016
3154,"O Terceiro Casa","Maurício Carvalho",2015
3155,"O Velho Ditador","Lucas Sampaio",2010
3156,"A Último Desafio","Valéria Vieira",2016
3157,"O Terceiro Ditador","Léo Batista",2017
3158,"A Terceiro Jogador","Davi Cavalcanti",2013
3159,"O Perdido Ditador","Simone Pires",2020
3160,"A Velho Filosofo","Juliano Borges",2015
3161,"O Terceiro Sonho","Camila Coutinho",2013
3162,"O Segundo Imperador","Aline Borges",2014
3163,"O Velho Mistério","Beatriz Ramalho",2018
3164,"A Primeiro Médico","Felipe Ribeiro",2011
3165,"O Terceiro Médico","Francisco Medeiros",2022
3166,"A Quarto Mansao","Helena Ferreira",2011
3167,"O Segundo Segredo","Priscila Costa",2012
3168,"A Novo Desafio","Mônica Nunes",2019
3169,"A Grande Segredo","Lívia Araújo",2014
3170,"O Encontrado Filosofo","Marcos Oliveira",2013
3171,"O Perdido Destino","Simone Sampaio",2011
3172,"A Terceiro Destino","Fabrício Borges",2015
3173,"O Pequeno Imperador","Marcela Costa",2014
3174,"A Novo Casa","Isabela Azevedo",2019
3175,"A Encontrado Filosofo","Rafaela Ferreira",2016
3176,"O Encontrado Mestre","Flávio Borges",2012
3177,"A Velho Mansao","Daniel Ribeiro",2015
3178,"O Segundo Filosofo","Bianca Moura",2015
3179,"O Segundo Ditador","Mônica Ribeiro",2012
3180,"A Terceiro Segredo","Flávio Braga",2017
3181,"A Velho Mistério","Roberta Campos",2020
3182,"A Quarto Filosofo","Elaine Vieira",2019
3183,"O Novo Tesouro","Flávio Sampaio",2017
3184,"O Último Tesouro","Paula Dias",2012
3185,"A Último Amor","Lauro Nunes",2014
3186,"O Primeiro Caminho","Cássio Cavalcanti",2012
3187,"A Sensasional Ditador","Nicole Teixeira",2018
3188,"A Perdido Jogador","Sônia Correia",2011
3189,"A Quarto Amor","Raquel Santos",2019
3190,"O Pequeno Caminho","Tatiana Braga",2021
3191,"O Novo Tesouro","Nicole Silva",2017
3192,"A Sensasional Caminho","Carolina Mendes",2023
3193,"A Sensasional Mansao","Tereza Azevedo",2017
3194,"A Segundo Ditador","Gustavo Rodrigues",2016
3195,"O Encontrado Ditador","Larissa Braga",2010
3196,"O Sensasional Segredo","Otávio Cavalcanti",2016
3197,"A Pequeno Segredo","Raquel Monteiro",2023
3198,"A Encontrado Filosofo","Diogo Ramalho",2015
3199,"O Primeiro Tesouro","Bruno Lima",2021
3200,"O Primeiro Ditador","Sérgio Souza",2016
3201,"A Sensasional Desafio","Patrícia Fonseca",2011
3202,"A Terceiro Tesouro","Felipe Vieira",2013
3203,"O Primeiro Amor","Carlos Machado",2013
3204,"A Quarto Mansao","Vitória Sampaio",2021
3205,"O Pequeno Imperador","Vitor Borges",2011
3206,"A Pequeno Mistério","Nelson Castro",2011
3207,"O Segundo Ditador","Sabrina Almeida",2013
3208,"A Último Filosofo","Felipe Campos",2023
3209,"O Encontrado Ditador","Paula Ramalho",2012
3210,"A Último Filosofo","Renata Borges",2010
3211,"A Velho Médico","Tereza Marques",2023
3212,"A Encontrado Amor","Isaac Cavalcanti",2014
3213,"A Grande Mansao","Fabrício Ribeiro",2013
3214,"O Velho Mansao","Rosana Sampaio",2013
3215,"O Primeiro Caminho","Nathalia Almeida",2023
3216,"A Perdido Caminho","Gabriel Mendes",2019
3217,"O Perdido Médico","Antônio Monteiro",2016
3218,"O Terceiro Ditador","Rafael Borges",2012
3219,"A Grande Sonho","Leonardo Oliveira",2018
3220,"O Perdido Caminho","Diogo Correia",2020
3221,"O Perdido Caminho","Sheila Lima",2019
3222,"O Terceiro Mistério","Rafaela Ferreira",2012
3223,"O Pequeno Casa","Erick Fonseca",2010
3224,"O Último Ditador","Gustavo Moura",2020
3225,"A Primeiro Segredo","Enzo Vieira",2010
3226,"A Velho Mestre","Helena Silva",2021
3227,"O Encontrado Segredo","Maria Leal",2017
3228,"A Segundo Imperador","Paula Pires",2015
3229,"O Sensasional Mistério","Carolina Tavares",2012
3230,"O Terceiro Filosofo","Mariana Andrade",2017
3231,"O Novo Segredo","Gustavo Sampaio",2010
3232,"O Sensasional Sonho","Gabriela Souza",2011
3233,"O Terceiro Tesouro","Sabrina Braga",2016
3234,"O Sensasional Mestre","Isadora Costa",2022
3235,"O Perdido Médico","Isaac Pinheiro",2016
3236,"O Novo Jogador","Cristina Melo",2022
3237,"O Último Médico","Lucas Ferreira",2021
3238,"O Terceiro Casa","Diogo Carvalho",2018
3239,"A Velho Tesouro","Samuel Melo",2013
3240,"A Sensasional Tesouro","Isaac Silva",2019
3241,"A Grande Desafio","Mariana Lopes",2015
3242,"O Novo Filosofo","Luiza Costa",2016
3243,"A Último Jogador","Antônio Mendes",2016
3244,"A Quarto Amor","Daniel Melo",2020
3245,"O Último Tesouro","Ivan Ramalho",2013
3246,"O Encontrado Mistério","Tereza Costa",2016
3247,"O Último Amor","Tatiana Campos",2015
3248,"O Encontrado Caminho","Carolina Braga",2020
3249,"O Terceiro Mestre","Diogo Vieira",2022
3250,"O Novo Filosofo","Antônio Santos",2012
3251,"O Perdido Segredo","Maitê Almeida",2015
3252,"A Quarto Mestre","Felipe Gomes",2020
3253,"A Último Tesouro","Sandra Andrade",2022
3254,"O Perdido Ditador","Daniel Vieira",2019
3255,"A Velho Mistério","Giovanna Coutinho",2010
3256,"O Último Imperador","Guilherme Silva",2019
3257,"O Perdido Sonho","Ivana Sampaio",2023
3258,"O Perdido Mansao","Tereza Pereira",2021
3259,"O Encontrado Imperador","Fernanda Ferreira",2012
3260,"O Primeiro Médico","Nicole Oliveira",2011
3261,"A Pequeno Destino","Erick Marques",2013
3262,"A Encontrado Ditador","Amanda Moura",2023
3263,"O Último Filosofo","Bianca Freitas",2012
3264,"O Grande Destino","Raquel Silva",2020
3265,"A Primeiro Mestre","Vitória Martins",2018
3266,"O Novo Amor","Paula Borges",2022
3267,"O Último Mansao","Raul Braga",2018
3268,"O Sensasional Caminho","Pedro Gomes",2023
3269,"A Último Destino","Ivan Borges",2010
3270,"O Quarto Imperador","Leonardo Moura",2018
3271,"A Último Sonho","Elaine Melo",2011
3272,"O Sensasional Imperador","Cristina Silva",2019
3273,"A Último Mestre","Marcos Medeiros",2016
3274,"A Encontrado Caminho","Gustavo Lopes",2021
3275,"A Pequeno Sonho","Leonardo Castro",2019
3276,"A Segundo Mestre","Daniel Castro",2014
3277,"A Quarto Desafio","Rodrigo Martins",2019
3278,"O Pequeno Sonho","Simone Azevedo",2013
3279,"O Grande Ditador","Isaac Pereira",2013
3280,"A Grande Ditador","Renata Almeida",2018
3281,"O Segundo Destino","Hugo Rocha",2017
3282,"O Terceiro Filosofo","Tereza Oliveira",2021
3283,"A Segundo Imperador","Pâmela Pinheiro",2019
3284,"A Sensasional Segredo","Gustavo Sampaio",2022
3285,"A Grande Segredo","Maurício Ramalho",2016
3286,"O Novo Mansao","Beatriz Andrade",2023
3287,"O Sensasional Caminho","Amanda Marques",2016
3288,"A Segundo Caminho","Maria Leal",2010
3289,"O Perdido Mestre","Ivana Castro",2014
3290,"A Quarto Médico","Vanessa Ramalho",2010
3291,"O Segundo Imperador","Rebeca Moura",2012
3292,"O Sensasional Jogador","Vanessa Gomes",2013
3293,"A Encontrado Sonho","Davi Cavalcanti",2017
3294,"A Terceiro Casa","Tereza Lopes",2011
3295,"O Terceiro Jogador","Paula Neves",2012
3296,"O Pequeno Sonho","Maria Mendes",2011
3297,"A Pequeno Caminho","Sabrina Coutinho",2013
3298,"A Pequeno Mansao","Gustavo Pinheiro",2021
3299,"O Último Mestre","Francisco Azevedo",2021
3300,"A Primeiro Amor","Patrícia Marques",2014
3301,"A Quarto Mansao","Aline Melo",2018
3302,"O Pequeno Amor","João Mendes",2020
3303,"O Velho Imperador","Ivan Fonseca",2021
3304,"O Sensasional Imperador","Enzo Pereira",2018
3305,"O Último Jogador","Bruno Lopes",2022
3306,"O Quarto Caminho","Daniel Oliveira",2014
3307,"A Perdido Destino","Pedro Almeida",2022
3308,"A Último Médico","Otávio Cavalcanti",2023
3309,"A Primeiro Segredo","Nathalia Nunes",2017
3310,"A Encontrado Imperador","Bruno Ribeiro",2016
3311,"O Quarto Ditador","Cristina Borges",2021
3312,"O Terceiro Médico","Lauro Carvalho",2013
3313,"A Primeiro Amor","Guilherme Fonseca",2010
3314,"A Perdido Mistério","Lucas Nunes",2017
3315,"O Pequeno Mistério","Gabriela Pinheiro",2015
3316,"A Novo Segredo","Ivana Silva",2014
3317,"O Primeiro Ditador","Mônica Correia",2020
3318,"O Encontrado Imperador","Natália Martins",2016
3319,"A Primeiro Filosofo","Otávio Medeiros",2013
3320,"O Grande Tesouro","Priscila Barros",2015
3321,"O Primeiro Jogador","Elias Ferreira",2013
3322,"O Novo Mansao","Francisco Sampaio",2020
3323,"A Grande Ditador","Luiza Silva",2020
3324,"A Quarto Tesouro","Iris Araújo",2014
3325,"O Grande Mansao","Pâmela Araújo",2017
3326,"O Perdido Casa","Rebeca Batista",2021
3327,"O Encontrado Segredo","Yasmin Monteiro",2010
3328,"O Encontrado Imperador","Ricardo Coutinho",2018
3329,"A Velho Segredo","Gustavo Silva",2012
3330,"A Novo Ditador","Daniel Barros",2019
3331,"A Novo Tesouro","Isadora Lima",2010
3332,"O Velho Segredo","Mariana Moura",2013
3333,"O Grande Casa","Marcos Cardoso",2019
3334,"A Velho Mansao","Lucas Leal",2020
3335,"A Perdido Ditador","André Moura",2017
3336,"A Primeiro Imperador","Luiza Almeida",2017
3337,"O Encontrado Segredo","Ana Martins",2023
3338,"A Velho Médico","Isadora Ferreira",2015
3339,"O Novo Ditador","Rebeca Vieira",2016
3340,"A Quarto Amor","Raul Cardoso",2013
3341,"O Encontrado Mistério","Lívia Pires",2010
3342,"A Velho Segredo","Sandra Freitas",2013
3343,"A Velho Casa","Marcelo Melo",2017
3344,"A Novo Caminho","Sérgio Machado",2018
3345,"A Pequeno Destino","Viviane Coutinho",2016
3346,"O Terceiro Destino","Sheila Santos",2017
3347,"O Perdido Jogador","Daniel Pires",2018
3348,"A Grande Médico","Ricardo Cavalcanti",2012
3349,"O Primeiro Médico","Sônia Neves",2023
3350,"A Quarto Ditador","Vanessa Castro",2016
3351,"A Segundo Mistério","Iris Batista",2011
3352,"O Novo Ditador","Evelyn Medeiros",2011
3353,"O Novo Destino","Fabrício Fonseca",2019
3354,"O Sensasional Segredo","Yasmin Melo",2014
3355,"O Velho Mistério","Erick Tavares",2021
3356,"A Novo Sonho","Eduardo Leal",2023
3357,"A Primeiro Caminho","Leonardo Castro",2017
3358,"A Perdido Mistério","Adriana Freitas",2019
3359,"O Grande Médico","Davi Moura",2021
3360,"A Quarto Mansao","Yasmin Medeiros",2011
3361,"O Terceiro Ditador","Gustavo Martins",2014
3362,"A Grande Médico","Helena Cardoso",2012
3363,"O Grande Amor","Tatiana Azevedo",2012
3364,"O Novo Sonho","Adriana Campos",2023
3365,"O Novo Caminho","Eduardo Medeiros",2017
3366,"O Encontrado Amor","Flávio Barros",2018
3367,"A Pequeno Ditador","Stella Freitas",2018
3368,"O Primeiro Mestre","Felipe Pinheiro",2013
3369,"A Segundo Amor","Nelson Andrade",2014
3370,"A Sensasional Médico","Gabriel Rocha",2011
3371,"A Segundo Caminho","Rodrigo Barros",2013
3372,"O Encontrado Mestre","Diogo Araújo",2010
3373,"A Encontrado Segredo","Pedro Leal",2017
3374,"O Grande Amor","Beatriz Araújo",2016
3375,"A Novo Amor","Pedro Barros",2015
3376,"O Velho Ditador","Sônia Almeida",2020
3377,"O Terceiro Sonho","Beatriz Barros",2011
3378,"A Quarto Segredo","Antônio Lopes",2020
3379,"A Novo Casa","Rafaela Leal",2022
3380,"A Grande Ditador","Ricardo Medeiros",2010
3381,"A Primeiro Jogador","Eduardo Fonseca",2020
3382,"A Perdido Sonho","Eliane Lima",2014
3383,"A Sensasional Amor","Simone Barros",2022
3384,"A Velho Segredo","Mônica Melo",2010
3385,"O Pequeno Médico","Antônio Gomes",2023
3386,"O Perdido Imperador","João Coutinho",2019
3387,"A Primeiro Segredo","Lívia Rodrigues",2021
3388,"A Terceiro Mistério","Giovanna Silva",2019
3389,"O Quarto Segredo","Nelson Cavalcanti",2012
3390,"A Velho Segredo","Vitor Leal",2019
3391,"O Pequeno Segredo","Tatiana Carvalho",2010
3392,"A Encontrado Destino","Diego Santos",2011
3393,"A Segundo Sonho","Valéria Barros",2017
3394,"O Quarto Médico","Bruno Azevedo",2010
3395,"A Grande Segredo","Natália Cavalcanti",2014
3396,"A Primeiro Sonho","Marcelo Dias",2021
3397,"O Segundo Desafio","Ricardo Oliveira",2019
3398,"O Primeiro Tesouro","Maurício Neves",2017
3399,"A Velho Tesouro","Lucas Dias",2020
3400,"A Último Mistério","Mônica Ramalho",2019
